sectionid{}uid{}datetime{}type{}sid
1003541{}347759{}20110701 000000{}d{}36169946
1007029{}350135{}20110701 154451{}d{}36194649
1011220{}353566{}20110701 154451{}d{}36227690
1007514{}350504{}20110701 154500{}d{}36195779
1001913{}346673{}20110701 154502{}v{}361538
1007786{}350721{}20110701 154502{}d{}36211696
1009431{}352086{}20110701 154517{}d{}36227897
1002747{}347167{}20110701 154528{}d{}36107286
1008049{}350943{}20110701 154543{}d{}36211696
1009212{}351898{}20110701 154552{}d{}36208478
1005600{}348964{}20110701 154553{}d{}36151535
1004760{}348447{}20110701 154604{}d{}36192456
1005338{}348854{}20110701 154614{}d{}36136530
1005333{}348849{}20110701 154624{}d{}36136529
1002195{}346849{}20110701 154625{}v{}361538
1002862{}347260{}20110701 154628{}d{}36107287
1006039{}349365{}20110701 154628{}d{}36167028
1003902{}347167{}20110701 154633{}d{}36122109
1005488{}348964{}20110701 154635{}d{}36151535
1005858{}349209{}20110701 154643{}d{}36176376
1001914{}346674{}20110701 154654{}v{}361538
1001253{}346208{}20110701 154655{}v{}361538
1008465{}351308{}20110701 154658{}d{}36233232
1010276{}352772{}20110701 154713{}d{}36255537
1009597{}352178{}20110701 154719{}d{}36280294
1008898{}351651{}20110701 154720{}d{}36270988
1006963{}350084{}20110701 154729{}d{}36194643
1009543{}352178{}20110701 154730{}d{}36280294
1001592{}346473{}20110701 154735{}v{}361538
1008556{}351381{}20110701 154740{}v{}362513
1004725{}348428{}20110701 154744{}d{}36192456
1004726{}348406{}20110701 154750{}d{}36192457
1008082{}350974{}20110701 154756{}d{}36211696
1008681{}351476{}20110701 154756{}d{}36215192
1006040{}349365{}20110701 154809{}d{}36167028
1009887{}352466{}20110701 154811{}d{}36272045
1007586{}350551{}20110701 154822{}d{}36195779
1009355{}352025{}20110701 154828{}d{}36227896
1008929{}351600{}20110701 154836{}d{}36270988
1006653{}349860{}20110701 154839{}d{}36186608
1008208{}351087{}20110701 154839{}d{}36215652
1001915{}346675{}20110701 154843{}v{}361538
1005829{}349209{}20110701 154843{}d{}36176376
1006692{}349889{}20110701 154859{}d{}36186595
1008827{}351600{}20110701 154902{}d{}36270988
1006913{}350038{}20110701 154903{}d{}36197534
1005813{}349209{}20110701 154908{}d{}36176376
1001593{}346474{}20110701 154909{}v{}361538
1008184{}351066{}20110701 154912{}d{}36215652
1010826{}353231{}20110701 154914{}d{}36233241
1004875{}348527{}20110701 154915{}d{}36192914
1006568{}349794{}20110701 154916{}d{}36193867
1004184{}348079{}20110701 154918{}d{}36109870
1011115{}353474{}20110701 154922{}d{}36227686
1001594{}346475{}20110701 154935{}v{}361538
1002748{}347168{}20110701 154948{}d{}36107285
1007935{}350849{}20110701 154958{}d{}36211695
1002529{}347028{}20110701 155012{}v{}361538
1007111{}350198{}20110701 155019{}d{}36184137
1001595{}346474{}20110701 155036{}v{}361538
1003728{}347862{}20110701 155036{}d{}36122108
1007285{}350198{}20110701 155054{}d{}36184137
1001254{}346209{}20110701 155056{}v{}361538
1005489{}348965{}20110701 155109{}d{}36151535
1003903{}347862{}20110701 155132{}d{}36122108
1002196{}346850{}20110701 155154{}v{}361538
1006028{}349365{}20110701 155158{}d{}36167028
1010087{}352413{}20110701 155215{}d{}36272967
1009202{}351894{}20110701 155218{}d{}36294926
1010342{}352827{}20110701 155219{}d{}36233221
1003630{}347260{}20110701 155222{}d{}36122110
1009456{}352107{}20110701 155222{}d{}36227895
1001596{}346476{}20110701 155247{}v{}361538
1002197{}346851{}20110701 155247{}v{}361538
1009256{}351938{}20110701 155257{}d{}36208169
1011054{}353418{}20110701 155258{}d{}36232887
1011209{}353556{}20110701 155259{}d{}36227691
1002530{}347029{}20110701 155322{}v{}361538
1002198{}346476{}20110701 155338{}v{}361538
1006847{}349794{}20110701 155340{}d{}36194658
1002531{}347030{}20110701 155341{}v{}361538
1010503{}352967{}20110701 155344{}d{}36233222
1010297{}352791{}20110701 155350{}d{}36233224
1006473{}349718{}20110701 155359{}d{}36194269
1000947{}345951{}20110701 155401{}d{}36155388
1000700{}345759{}20110701 155411{}d{}36172759
1009636{}352254{}20110701 155417{}d{}36280300
1003364{}347639{}20110701 155427{}d{}36119725
1004185{}348080{}20110701 155431{}d{}36109868
1006556{}349786{}20110701 155440{}d{}36193865
1004937{}348580{}20110701 155449{}d{}36177743
1006428{}349677{}20110701 155455{}d{}36183916
1004617{}348353{}20110701 155500{}d{}36192458
1002532{}346996{}20110701 155501{}v{}361538
1003631{}347167{}20110701 155501{}d{}36122109
1004761{}348448{}20110701 155502{}d{}36192458
1003818{}347901{}20110701 155503{}d{}36122110
1009567{}352197{}20110701 155520{}d{}36280293
1005653{}349080{}20110701 155532{}d{}36176470
1000986{}345951{}20110701 155539{}d{}36155389
1008383{}351242{}20110701 155543{}d{}36233250
1009568{}352155{}20110701 155548{}d{}36280292
1004009{}347984{}20110701 155550{}d{}36122109
1004108{}347981{}20110701 155621{}d{}36109066
1008700{}351493{}20110701 155647{}d{}36211251
1001916{}346676{}20110701 155657{}v{}361538
1003090{}347167{}20110701 155659{}d{}36107286
1001256{}346210{}20110701 155704{}v{}361538
1004373{}347639{}20110701 155706{}d{}36109870
1002199{}346852{}20110701 155714{}v{}361538
1011203{}353550{}20110701 155714{}d{}36227690
1008705{}351498{}20110701 155716{}d{}36211459
1005946{}349301{}20110701 155717{}d{}36131359
1010381{}352863{}20110701 155721{}d{}36233220
1002986{}347360{}20110701 155723{}d{}36107285
1002200{}346853{}20110701 155726{}v{}361538
1001257{}346211{}20110701 155727{}v{}361538
1001917{}346677{}20110701 155741{}v{}361538
1001258{}346211{}20110701 155742{}v{}361538
1009598{}352222{}20110701 155748{}d{}36280301
1005021{}348643{}20110701 155750{}d{}36177742
1009754{}352354{}20110701 155803{}d{}36280294
1003730{}347863{}20110701 155840{}d{}36122110
1004411{}348195{}20110701 155905{}d{}36166531
1000701{}345760{}20110701 155908{}d{}36157422
1009682{}352293{}20110701 155919{}d{}36280292
1010402{}352881{}20110701 155921{}d{}36233222
1002533{}346996{}20110701 155924{}v{}361538
1008843{}351611{}20110701 155932{}d{}36270989
1001918{}346210{}20110701 155940{}v{}361538
1001597{}346477{}20110701 155952{}v{}361538
1008432{}351284{}20110701 160023{}d{}36233234
1006932{}349786{}20110701 160030{}d{}36194632
1006366{}349594{}20110701 160039{}d{}36184334
1001919{}346678{}20110701 160043{}v{}361538
1000655{}345722{}20110701 160055{}d{}36133896
1004689{}348406{}20110701 160057{}d{}36192457
1008615{}351429{}20110701 160113{}v{}362513
1000664{}345730{}20110701 160116{}d{}36162969
1001259{}346212{}20110701 160122{}v{}361538
1006827{}349981{}20110701 160122{}d{}36194658
1001260{}346212{}20110701 160134{}v{}361538
1007956{}350868{}20110701 160136{}d{}36211695
1002534{}346678{}20110701 160143{}v{}361538
1003731{}347639{}20110701 160150{}d{}36122110
1008197{}351078{}20110701 160154{}d{}36215652
1002201{}346854{}20110701 160200{}v{}361538
1000411{}345601{}20110701 160204{}v{}361
1003336{}347514{}20110701 160209{}d{}36109266
1000559{}345601{}20110701 160211{}v{}361
1010981{}353356{}20110701 160248{}d{}36211891
1002202{}346855{}20110701 160310{}v{}361538
1010142{}352663{}20110701 160320{}d{}36272968
1001261{}346213{}20110701 160326{}v{}361538
1006828{}345881{}20110701 160336{}d{}36194658
1003491{}347670{}20110701 160351{}d{}36136735
1000666{}345722{}20110701 160407{}d{}36133896
1001598{}346478{}20110701 160407{}v{}361538
1002535{}345830{}20110701 160407{}v{}361538
1003511{}347739{}20110701 160408{}d{}36156138
1007198{}350277{}20110701 160409{}d{}36184137
1009516{}352155{}20110701 160418{}d{}36280294
1009124{}351823{}20110701 160424{}d{}36279428
1000661{}345727{}20110701 160425{}v{}361402
1003819{}347902{}20110701 160430{}d{}36122108
1010837{}353239{}20110701 160433{}d{}36207983
1009666{}352278{}20110701 160442{}d{}36280292
1010690{}353119{}20110701 160454{}d{}36222797
1003416{}347670{}20110701 160502{}d{}36136737
1009813{}352405{}20110701 160504{}d{}36272957
1001599{}346479{}20110701 160512{}v{}361538
1003210{}347526{}20110701 160519{}d{}36107287
1010831{}353235{}20110701 160521{}d{}36207984
1006147{}349453{}20110701 160523{}d{}36182710
1000844{}345880{}20110701 160613{}d{}36157421
1001920{}346488{}20110701 160624{}v{}361538
1011161{}353514{}20110701 160624{}d{}36254248
1008764{}351552{}20110701 160626{}d{}36211217
1002536{}347031{}20110701 160629{}v{}361538
1008244{}351119{}20110701 160633{}d{}36233244
1009632{}352252{}20110701 160710{}d{}36280293
1006474{}349719{}20110701 160716{}d{}36195869
1005151{}348725{}20110701 160718{}d{}36175686
1010270{}352766{}20110701 160732{}d{}36233935
1006115{}349413{}20110701 160744{}d{}36123740
1006044{}349365{}20110701 160750{}d{}36167028
1006513{}349754{}20110701 160811{}d{}36194267
1000963{}345967{}20110701 160823{}d{}36155388
1005773{}349173{}20110701 160843{}d{}36183807
1006093{}349413{}20110701 160849{}d{}36123741
1009871{}352453{}20110701 160850{}d{}36272023
1008034{}350932{}20110701 160855{}d{}36211694
1001921{}346493{}20110701 160900{}v{}361538
1001263{}346214{}20110701 160901{}v{}361538
1002203{}346477{}20110701 160908{}v{}361538
1008584{}351406{}20110701 160909{}v{}362513
1000964{}345967{}20110701 160914{}d{}36155388
1010985{}353356{}20110701 160914{}d{}36211892
1010033{}352453{}20110701 160916{}d{}36272023
1009806{}352398{}20110701 160921{}d{}36233229
1010902{}353292{}20110701 160923{}d{}36207982
1008239{}351115{}20110701 160926{}d{}36233244
1008829{}351602{}20110701 160933{}d{}36270987
1010084{}352622{}20110701 160946{}d{}36272958
1010677{}353108{}20110701 160952{}d{}36222797
1007896{}350817{}20110701 160954{}d{}36211696
1005176{}348747{}20110701 160957{}d{}36174570
1007515{}350505{}20110701 161004{}d{}36195780
1006280{}349563{}20110701 161016{}d{}36184334
1002537{}347032{}20110701 161026{}v{}361538
1007516{}350506{}20110701 161038{}d{}36195780
1002538{}347033{}20110701 161102{}v{}361538
1002863{}347261{}20110701 161102{}d{}36107287
1001264{}346215{}20110701 161106{}v{}361538
1010148{}352612{}20110701 161126{}d{}36272957
1008107{}350995{}20110701 161128{}d{}36211695
1006867{}350011{}20110701 161131{}d{}36194657
1003365{}347640{}20110701 161137{}d{}36109266
1009574{}352202{}20110701 161138{}d{}36280294
1001002{}345999{}20110701 161143{}d{}36155389
1010082{}352621{}20110701 161143{}d{}36272023
1011159{}353512{}20110701 161159{}d{}36254244
1006654{}349861{}20110701 161219{}d{}36186607
1002987{}347361{}20110701 161226{}d{}36107287
1011163{}353512{}20110701 161240{}d{}36254248
1007665{}350613{}20110701 161253{}v{}362337
1009094{}351799{}20110701 161258{}d{}36214714
1008991{}351711{}20110701 161304{}d{}36270989
1009709{}352219{}20110701 161307{}d{}36280293
1007669{}350616{}20110701 161324{}d{}36236759
1009793{}352382{}20110701 161329{}d{}36233229
1006933{}350058{}20110701 161337{}d{}36194632
1003489{}347725{}20110701 161341{}d{}36197489
1006729{}349914{}20110701 161341{}d{}36186595
1003521{}347745{}20110701 161352{}d{}36127361
1008525{}351355{}20110701 161354{}d{}36211700
1010931{}353316{}20110701 161354{}d{}36240463
1004147{}348055{}20110701 161356{}d{}36109064
1006868{}350012{}20110701 161356{}d{}36194656
1010916{}353303{}20110701 161405{}d{}36207984
1003904{}347361{}20110701 161417{}d{}36122110
1006367{}349628{}20110701 161419{}d{}36184334
1002864{}347262{}20110701 161420{}d{}36107287
1009414{}352071{}20110701 161428{}d{}36227896
1000845{}345881{}20110701 161430{}d{}36172760
1007704{}350645{}20110701 161440{}v{}36241
1005846{}349235{}20110701 161441{}d{}36176375
1003211{}347527{}20110701 161448{}d{}36107287
1009752{}352353{}20110701 161513{}d{}36280292
1000448{}345622{}20110701 161518{}v{}361
1000560{}345622{}20110701 161523{}v{}361
1006908{}350039{}20110701 161524{}d{}36197534
1010758{}353179{}20110701 161528{}d{}36233941
1009803{}352382{}20110701 161535{}d{}36233229
1004341{}348159{}20110701 161537{}d{}36109868
1004342{}348159{}20110701 161559{}d{}36109868
1001922{}346679{}20110701 161610{}v{}361538
1001923{}346679{}20110701 161621{}v{}361538
1010506{}352969{}20110701 161621{}d{}36233220
1006915{}350039{}20110701 161624{}d{}36197534
1009563{}352194{}20110701 161627{}d{}36280292
1004853{}348477{}20110701 161646{}d{}36198097
1006183{}349487{}20110701 161650{}d{}36184334
1003091{}347438{}20110701 161709{}d{}36107287
1007865{}350791{}20110701 161709{}d{}36211695
1004343{}347984{}20110701 161710{}d{}36109869
1008738{}351527{}20110701 161718{}d{}36210417
1007814{}350747{}20110701 161746{}d{}36211696
1001265{}346216{}20110701 161750{}v{}361538
1005622{}349062{}20110701 161750{}d{}36151536
1006231{}349524{}20110701 161758{}d{}36184334
1001600{}346217{}20110701 161806{}v{}361538
1006429{}349678{}20110701 161806{}d{}36183916
1007831{}350762{}20110701 161806{}d{}36211694
1001266{}346217{}20110701 161817{}v{}361538
1009785{}352382{}20110701 161821{}d{}36233229
1001267{}346218{}20110701 161833{}v{}361538
1005191{}348758{}20110701 161903{}d{}36192714
1006061{}349389{}20110701 161930{}d{}36123739
1008696{}351489{}20110701 161941{}d{}36270968
1002539{}347034{}20110701 161943{}v{}361538
1010069{}352612{}20110701 161948{}d{}36272045
1003905{}347939{}20110701 161951{}d{}36122108
1011059{}353423{}20110701 161957{}d{}36227687
1010779{}353195{}20110701 162001{}d{}36232884
1011136{}353491{}20110701 162004{}d{}36208561
1010043{}352426{}20110701 162023{}d{}36272959
1010081{}352620{}20110701 162036{}d{}36272957
1004237{}348105{}20110701 162047{}d{}36109869
1010238{}352741{}20110701 162049{}d{}36258703
1005623{}349062{}20110701 162051{}d{}36151536
1010796{}353208{}20110701 162113{}d{}36223048
1000561{}345667{}20110701 162122{}v{}361
1004412{}348196{}20110701 162130{}d{}36178949
1008800{}351581{}20110701 162132{}d{}36272976
1002865{}347170{}20110701 162136{}d{}36107287
1009958{}352528{}20110701 162142{}d{}36272959
1007891{}350812{}20110701 162144{}d{}36211695
1007466{}350472{}20110701 162149{}d{}36195780
1005830{}349223{}20110701 162225{}d{}36157671
1010009{}352565{}20110701 162236{}d{}36272959
1005787{}349187{}20110701 162238{}d{}36183806
1008880{}351640{}20110701 162247{}d{}36270989
1001268{}346219{}20110701 162332{}v{}361538
1005601{}349031{}20110701 162345{}d{}36151535
1005569{}349031{}20110701 162348{}d{}36151536
1000524{}345602{}20110701 162356{}v{}361
1008737{}351527{}20110701 162428{}d{}36210417
1000483{}345602{}20110701 162435{}v{}361
1002866{}347263{}20110701 162440{}d{}36107285
1006655{}349862{}20110701 162445{}d{}36186606
1005244{}348796{}20110701 162450{}d{}36192713
1005654{}349081{}20110701 162451{}d{}36176468
1000449{}345623{}20110701 162452{}v{}361
1009149{}351846{}20110701 162456{}d{}36279427
1000450{}345623{}20110701 162501{}v{}361
1009146{}351822{}20110701 162513{}d{}36279427
1005070{}348676{}20110701 162515{}d{}36177742
1009123{}351822{}20110701 162516{}d{}36279427
1000484{}345638{}20110701 162523{}v{}361
1007587{}350552{}20110701 162523{}d{}36195778
1000677{}345739{}20110701 162531{}v{}361557
1005886{}349258{}20110701 162531{}d{}36139159
1003092{}347439{}20110701 162532{}d{}36107285
1000702{}345761{}20110701 162536{}d{}36172758
1002540{}346856{}20110701 162540{}v{}361538
1002204{}346856{}20110701 162612{}v{}361538
1004897{}348545{}20110701 162615{}d{}36175094
1005847{}349223{}20110701 162615{}d{}36157670
1002988{}347362{}20110701 162626{}d{}36107285
1007662{}350605{}20110701 162629{}v{}362337
1003212{}347528{}20110701 162630{}d{}36107287
1006418{}349669{}20110701 162634{}d{}36183915
1008571{}351394{}20110701 162635{}v{}362513
1010829{}353233{}20110701 162641{}d{}36207983
1008752{}351540{}20110701 162655{}d{}36210588
1011180{}353529{}20110701 162655{}d{}36254243
1009352{}352022{}20110701 162658{}d{}36227895
1000965{}345968{}20110701 162700{}d{}36155388
1002749{}347169{}20110701 162703{}d{}36107287
1009836{}352426{}20110701 162704{}d{}36272025
1004010{}347985{}20110701 162713{}d{}36122108
1008377{}351234{}20110701 162727{}v{}362496
1009983{}352546{}20110701 162730{}d{}36272023
1010519{}352980{}20110701 162730{}d{}36233220
1004826{}348493{}20110701 162745{}d{}36198098
1002541{}347035{}20110701 162747{}v{}361538
1005117{}348676{}20110701 162750{}d{}36177742
1004374{}348171{}20110701 162751{}d{}36109869
1003213{}347529{}20110701 162752{}d{}36107287
1008374{}351234{}20110701 162754{}v{}362496
1002205{}346857{}20110701 162802{}v{}361538
1002542{}347036{}20110701 162802{}v{}361538
1006614{}349826{}20110701 162809{}d{}36186607
1009552{}352185{}20110701 162810{}d{}36280294
1008482{}351320{}20110701 162811{}d{}36233232
1007784{}350719{}20110701 162821{}d{}36211696
1004344{}347985{}20110701 162831{}d{}36109868
1005022{}348644{}20110701 162847{}d{}36177743
1005731{}349081{}20110701 162852{}d{}36176468
1007874{}350799{}20110701 162855{}d{}36211694
1009772{}352371{}20110701 162906{}d{}36280301
1005221{}348785{}20110701 162907{}d{}36192713
1010478{}352945{}20110701 162912{}d{}36233220
1005949{}349304{}20110701 162918{}d{}36131359
1004805{}348477{}20110701 162920{}d{}36198097
1009949{}352519{}20110701 162922{}d{}36272047
1009185{}351880{}20110701 162923{}d{}36279427
1004413{}348197{}20110701 162931{}d{}36178949
1000412{}345602{}20110701 162934{}v{}361
1007759{}350697{}20110701 162937{}d{}36211695
1006531{}349767{}20110701 162940{}d{}36193865
1002867{}347264{}20110701 162944{}d{}36107285
1008755{}351543{}20110701 162959{}d{}36236905
1007918{}350835{}20110701 163005{}d{}36211696
1005245{}348797{}20110701 163006{}d{}36192715
1004414{}348198{}20110701 163014{}d{}36178950
1009029{}351743{}20110701 163018{}d{}36297064
1004475{}348198{}20110701 163020{}d{}36178949
1002206{}346180{}20110701 163041{}v{}361538
1000931{}345938{}20110701 163101{}v{}361117
1003906{}347940{}20110701 163107{}d{}36122108
1010336{}352821{}20110701 163110{}d{}36233222
1005436{}348921{}20110701 163116{}d{}36183701
1007158{}350240{}20110701 163116{}d{}36184137
1011137{}353492{}20110701 163123{}d{}36278682
1005118{}348676{}20110701 163125{}d{}36177743
1008665{}351466{}20110701 163128{}v{}362513
1003732{}347263{}20110701 163129{}d{}36122108
1007588{}350553{}20110701 163129{}d{}36195779
1010030{}352582{}20110701 163154{}d{}36272969
1003820{}347528{}20110701 163206{}d{}36122110
1002207{}346858{}20110701 163227{}v{}361538
1002989{}347363{}20110701 163236{}d{}36107285
1002208{}346859{}20110701 163241{}v{}361538
1000562{}345602{}20110701 163246{}v{}361
1009098{}351802{}20110701 163254{}d{}36208474
1002750{}347170{}20110701 163259{}d{}36107287
1003907{}347941{}20110701 163302{}d{}36122108
1002990{}347173{}20110701 163305{}d{}36107286
1002209{}346402{}20110701 163311{}v{}361538
1000485{}345602{}20110701 163313{}v{}361
1010632{}353073{}20110701 163322{}d{}36236898
1007000{}350112{}20110701 163329{}d{}36194642
